id,time,inference_of_emotion
2338,15:29:30,sad
2339,15:29:40,sad
2340,15:29:50,neutral
2341,15:30:00,disgust
2342,15:30:10,happy
2343,15:30:20,sad
2344,15:30:30,sad
2345,15:30:40,disgust
2346,15:30:50,sad
2347,15:31:00,disgust
2348,15:31:10,neutral
2349,15:31:20,neutral
2350,15:31:30,happy
2351,15:31:40,angry
2352,15:31:50,disgust
2353,15:32:00,sad
2354,15:32:10,angry
2355,15:32:20,angry
2356,15:32:30,neutral
2357,15:32:40,neutral
2358,15:32:50,happy
2359,15:33:00,angry
2360,15:33:10,sad
2361,15:33:20,neutral
2362,15:33:30,disgust
2363,15:33:40,neutral
2364,15:33:50,disgust
2365,15:34:00,disgust
2366,15:34:10,sad
2367,15:34:20,disgust
2368,15:34:30,happy
2369,15:34:40,happy
2370,15:34:50,angry
2371,15:35:00,neutral
2372,15:35:10,angry
2373,15:35:20,happy
2374,15:35:30,angry
2375,15:35:40,neutral
2376,15:35:50,disgust
2377,15:36:00,happy
2378,15:36:10,neutral
2379,15:36:20,happy
2380,15:36:30,sad
2381,15:36:40,neutral
2382,15:36:50,angry
2383,15:37:00,angry
2384,15:37:10,disgust
2385,15:37:20,disgust
2386,15:37:30,angry
2387,15:37:40,neutral
2388,15:37:50,sad
2389,15:38:00,angry
2390,15:38:10,angry
2391,15:38:20,happy
2392,15:38:30,neutral
2393,15:38:40,disgust
2394,15:38:50,angry
2395,15:39:00,sad
2396,15:39:10,neutral
2397,15:39:20,happy
2398,15:39:30,angry
2399,15:39:40,angry
2400,15:39:50,neutral
2401,15:40:00,happy
2402,15:40:10,angry
2403,15:40:20,disgust
2404,15:40:30,happy
2405,15:40:40,sad
2406,15:40:50,disgust
2407,15:41:00,disgust
2408,15:41:10,happy
2409,15:41:20,sad
2410,15:41:30,sad
2411,15:41:40,sad
2412,15:41:50,sad
2413,15:42:00,neutral
2414,15:42:10,disgust
2415,15:42:20,sad
2416,15:42:30,angry
2417,15:42:40,happy
2418,15:42:50,disgust
2419,15:43:00,sad
2420,15:43:10,happy
2421,15:43:20,disgust
2422,15:43:30,disgust
2423,15:43:40,happy
2424,15:43:50,sad
2425,15:44:00,sad
2426,15:44:10,sad
2427,15:44:20,disgust
2428,15:44:30,happy
2429,15:44:40,sad
2430,15:44:50,neutral
2431,15:45:00,sad
2432,15:45:10,sad
2433,15:45:20,neutral
2434,15:45:30,disgust
2435,15:45:40,neutral
2436,15:45:50,disgust
2437,15:46:00,neutral
2438,15:46:10,sad
2439,15:46:20,disgust
2440,15:46:30,happy
2441,15:46:40,happy
2442,15:46:50,angry
2443,15:47:00,angry
2444,15:47:10,sad
2445,15:47:20,happy
2446,15:47:30,disgust
2447,15:47:40,neutral
2448,15:47:50,disgust
2449,15:48:00,sad
2450,15:48:10,happy
2451,15:48:20,happy
2452,15:48:30,disgust
2453,15:48:40,neutral
2454,15:48:50,happy
2455,15:49:00,sad
2456,15:49:10,neutral
2457,15:49:20,disgust
2458,15:49:30,happy
2459,15:49:40,happy
2460,15:49:50,happy
2461,15:50:00,disgust
2462,15:50:10,happy
2463,15:50:20,angry
2464,15:50:30,angry
2465,15:50:40,happy
2466,15:50:50,angry
2467,15:51:00,happy
2468,15:51:10,happy
2469,15:51:20,disgust
2470,15:51:30,happy
2471,15:51:40,disgust
2472,15:51:50,disgust
2473,15:52:00,angry
2474,15:52:10,happy
2475,15:52:20,happy
2476,15:52:30,happy
2477,15:52:40,neutral
2478,15:52:50,angry
2479,15:53:00,happy
2480,15:53:10,neutral
2481,15:53:20,angry
2482,15:53:30,happy
2483,15:53:40,sad
2484,15:53:50,sad
2485,15:54:00,angry
2486,15:54:10,sad
2487,15:54:20,neutral
2488,15:54:30,disgust
2489,15:54:40,angry
2490,15:54:50,angry
2491,15:55:00,happy
2492,15:55:10,sad
2493,15:55:20,disgust
2494,15:55:30,angry
2495,15:55:40,angry
2496,15:55:50,angry
2497,15:56:00,neutral
2498,15:56:10,happy
2499,15:56:20,sad
2500,15:56:30,happy
2501,15:56:40,sad
2502,15:56:50,sad
2503,15:57:00,angry
2504,15:57:10,neutral
2505,15:57:20,sad
2506,15:57:30,happy
2507,15:57:40,angry
2508,15:57:50,disgust
2509,15:58:00,disgust
2510,15:58:10,angry
2511,15:58:20,angry
2512,15:58:30,angry
2513,15:58:40,neutral
2514,15:58:50,angry
2515,15:59:00,disgust
2516,15:59:10,disgust
2517,15:59:20,disgust
2518,15:59:30,sad
2519,15:59:40,happy
2520,15:59:50,disgust
2521,16:00:00,neutral
2522,16:00:10,neutral
2523,16:00:20,sad
2524,16:00:30,happy
2525,16:00:40,disgust
2526,16:00:50,happy
2527,16:01:00,disgust
2528,16:01:10,neutral
2529,16:01:20,happy
2530,16:01:30,disgust
2531,16:01:40,disgust
2532,16:01:50,neutral
2533,16:02:00,angry
2534,16:02:10,happy
2535,16:02:20,angry
2536,16:02:30,sad
2537,16:02:40,angry
2538,16:02:50,angry
2539,16:03:00,neutral
2540,16:03:10,angry
2541,16:03:20,neutral
2542,16:03:30,disgust
2543,16:03:40,happy
2544,16:03:50,happy
2545,16:04:00,angry
2546,16:04:10,sad
2547,16:04:20,disgust
2548,16:04:30,neutral
2549,16:04:40,angry
2550,16:04:50,happy
2551,16:05:00,neutral
2552,16:05:10,disgust
2553,16:05:20,sad
2554,16:05:30,sad
2555,16:05:40,neutral
2556,16:05:50,angry
2557,16:06:00,sad
2558,16:06:10,happy
2559,16:06:20,angry
2560,16:06:30,disgust
2561,16:06:40,disgust
2562,16:06:50,disgust
2563,16:07:00,happy
2564,16:07:10,angry
2565,16:07:20,neutral
2566,16:07:30,sad
2567,16:07:40,disgust
2568,16:07:50,neutral
2569,16:08:00,angry
2570,16:08:10,happy
2571,16:08:20,disgust
2572,16:08:30,sad
2573,16:08:40,neutral
2574,16:08:50,happy
2575,16:09:00,sad
2576,16:09:10,angry
2577,16:09:20,disgust
2578,16:09:30,sad
2579,16:09:40,neutral
2580,16:09:50,angry
2581,16:10:00,angry
2582,16:10:10,angry
2583,16:10:20,sad
2584,16:10:30,angry
2585,16:10:40,neutral
2586,16:10:50,happy
2587,16:11:00,neutral
2588,16:11:10,sad
2589,16:11:20,disgust
2590,16:11:30,sad
2591,16:11:40,disgust
2592,16:11:50,happy
2593,16:12:00,sad
2594,16:12:10,angry
2595,16:12:20,disgust
2596,16:12:30,happy
2597,16:12:40,disgust
2598,16:12:50,neutral
2599,16:13:00,angry
2600,16:13:10,happy
2601,16:13:20,neutral
2602,16:13:30,disgust
2603,16:13:40,sad
2604,16:13:50,neutral
2605,16:14:00,happy
2606,16:14:10,disgust
2607,16:14:20,neutral
2608,16:14:30,disgust
2609,16:14:40,disgust
2610,16:14:50,neutral
2611,16:15:00,angry
2612,16:15:10,disgust
2613,16:15:20,disgust
2614,16:15:30,angry
2615,16:15:40,neutral
2616,16:15:50,sad
2617,16:16:00,happy
2618,16:16:10,neutral
2619,16:16:20,disgust
2620,16:16:30,disgust
2621,16:16:40,angry
2622,16:16:50,neutral
2623,16:17:00,happy
2624,16:17:10,sad
2625,16:17:20,neutral
2626,16:17:30,disgust
2627,16:17:40,disgust
2628,16:17:50,happy
2629,16:18:00,happy
2630,16:18:10,sad
2631,16:18:20,sad
2632,16:18:30,neutral
2633,16:18:40,neutral
2634,16:18:50,disgust
2635,16:19:00,angry
2636,16:19:10,happy
2637,16:19:20,angry
2638,16:19:30,happy
2639,16:19:40,happy
2640,16:19:50,neutral
2641,16:20:00,angry
2642,16:20:10,angry
2643,16:20:20,disgust
2644,16:20:30,sad
2645,16:20:40,happy
2646,16:20:50,angry
2647,16:21:00,sad
2648,16:21:10,happy
2649,16:21:20,neutral
2650,16:21:30,disgust
2651,16:21:40,neutral
2652,16:21:50,neutral
2653,16:22:00,angry
2654,16:22:10,neutral
2655,16:22:20,neutral
2656,16:22:30,happy
2657,16:22:40,angry
2658,16:22:50,angry
2659,16:23:00,angry
2660,16:23:10,happy
2661,16:23:20,neutral
2662,16:23:30,happy
2663,16:23:40,neutral
2664,16:23:50,happy
2665,16:24:00,disgust
2666,16:24:10,sad
2667,16:24:20,sad
2668,16:24:30,angry
2669,16:24:40,neutral
2670,16:24:50,disgust
2671,16:25:00,angry
2672,16:25:10,angry
2673,16:25:20,disgust
2674,16:25:30,angry
2675,16:25:40,sad
2676,16:25:50,sad
2677,16:26:00,disgust
2678,16:26:10,sad
2679,16:26:20,happy
2680,16:26:30,happy
2681,16:26:40,sad
2682,16:26:50,sad
2683,16:27:00,angry
2684,16:27:10,disgust
2685,16:27:20,angry
2686,16:27:30,angry
2687,16:27:40,sad
2688,16:27:50,disgust
2689,16:28:00,sad
2690,16:28:10,sad
2691,16:28:20,neutral
2692,16:28:30,neutral
2693,16:28:40,neutral
2694,16:28:50,happy
2695,16:29:00,happy
2696,16:29:10,angry
2697,16:29:20,sad
2698,16:29:30,disgust
2699,16:29:40,happy
2700,16:29:50,happy
2701,16:30:00,happy
2702,16:30:10,sad
2703,16:30:20,neutral
2704,16:30:30,disgust
2705,16:30:40,disgust
2706,16:30:50,sad
2707,16:31:00,disgust
2708,16:31:10,happy
2709,16:31:20,happy
2710,16:31:30,sad
2711,16:31:40,angry
2712,16:31:50,disgust
2713,16:32:00,happy
2714,16:32:10,sad
2715,16:32:20,sad
2716,16:32:30,sad
2717,16:32:40,disgust
2718,16:32:50,happy
2719,16:33:00,sad
2720,16:33:10,angry
2721,16:33:20,sad
2722,16:33:30,neutral
2723,16:33:40,angry
2724,16:33:50,angry
2725,16:34:00,disgust
2726,16:34:10,disgust
2727,16:34:20,sad
2728,16:34:30,disgust
2729,16:34:40,disgust
2730,16:34:50,sad
2731,16:35:00,sad
2732,16:35:10,disgust
2733,16:35:20,disgust
2734,16:35:30,neutral
2735,16:35:40,happy
2736,16:35:50,sad
2737,16:36:00,happy
2738,16:36:10,neutral
2739,16:36:20,sad
2740,16:36:30,neutral
2741,16:36:40,angry
2742,16:36:50,sad
2743,16:37:00,neutral
2744,16:37:10,sad
2745,16:37:20,sad
2746,16:37:30,angry
2747,16:37:40,neutral
2748,16:37:50,happy
2749,16:38:00,disgust
2750,16:38:10,disgust
2751,16:38:20,disgust
2752,16:38:30,happy
2753,16:38:40,sad
2754,16:38:50,happy
2755,16:39:00,happy
2756,16:39:10,happy
2757,16:39:20,happy
2758,16:39:30,neutral
2759,16:39:40,angry
2760,16:39:50,neutral
2761,16:40:00,neutral
2762,16:40:10,happy
2763,16:40:20,happy
2764,16:40:30,disgust
2765,16:40:40,sad
2766,16:40:50,sad
2767,16:41:00,sad
2768,16:41:10,angry
2769,16:41:20,happy
2770,16:41:30,neutral
2771,16:41:40,neutral
2772,16:41:50,sad
2773,16:42:00,neutral
2774,16:42:10,angry
2775,16:42:20,happy
2776,16:42:30,happy
2777,16:42:40,disgust
2778,16:42:50,angry
2779,16:43:00,sad
2780,16:43:10,angry
2781,16:43:20,happy
2782,16:43:30,sad
2783,16:43:40,happy
2784,16:43:50,angry
2785,16:44:00,neutral
2786,16:44:10,neutral
2787,16:44:20,happy
2788,16:44:30,happy
2789,16:44:40,happy
2790,16:44:50,disgust
2791,16:45:00,sad
2792,16:45:10,angry
2793,16:45:20,neutral
2794,16:45:30,sad
2795,16:45:40,disgust
2796,16:45:50,happy
2797,16:46:00,disgust
2798,16:46:10,neutral
2799,16:46:20,angry
2800,16:46:30,neutral
2801,16:46:40,neutral
2802,16:46:50,disgust
2803,16:47:00,happy
2804,16:47:10,neutral
2805,16:47:20,happy
2806,16:47:30,disgust
2807,16:47:40,disgust
2808,16:47:50,disgust
2809,16:48:00,neutral
2810,16:48:10,happy
2811,16:48:20,happy
2812,16:48:30,sad
2813,16:48:40,disgust
2814,16:48:50,happy
2815,16:49:00,neutral
2816,16:49:10,neutral
2817,16:49:20,angry
2818,16:49:30,sad
2819,16:49:40,happy
2820,16:49:50,disgust
2821,16:50:00,disgust
2822,16:50:10,sad
2823,16:50:20,angry
2824,16:50:30,sad
2825,16:50:40,disgust
2826,16:50:50,sad
2827,16:51:00,sad
2828,16:51:10,angry
2829,16:51:20,disgust
2830,16:51:30,happy
2831,16:51:40,disgust
2832,16:51:50,neutral
2833,16:52:00,neutral
2834,16:52:10,disgust
2835,16:52:20,sad
2836,16:52:30,neutral
2837,16:52:40,angry
2838,16:52:50,angry
2839,16:53:00,disgust
2840,16:53:10,sad
2841,16:53:20,disgust
2842,16:53:30,sad
2843,16:53:40,neutral
2844,16:53:50,neutral
2845,16:54:00,happy
2846,16:54:10,sad
2847,16:54:20,angry
2848,16:54:30,sad
2849,16:54:40,angry
2850,16:54:50,sad
2851,16:55:00,sad
2852,16:55:10,happy
2853,16:55:20,neutral
2854,16:55:30,sad
2855,16:55:40,sad
2856,16:55:50,happy
2857,16:56:00,happy
2858,16:56:10,happy
2859,16:56:20,angry
2860,16:56:30,disgust
2861,16:56:40,disgust
2862,16:56:50,happy
2863,16:57:00,happy
2864,16:57:10,disgust
2865,16:57:20,disgust
2866,16:57:30,neutral
2867,16:57:40,sad
2868,16:57:50,neutral
2869,16:58:00,neutral
2870,16:58:10,angry
2871,16:58:20,disgust
2872,16:58:30,happy
2873,16:58:40,angry
2874,16:58:50,happy
2875,16:59:00,neutral
2876,16:59:10,happy
2877,16:59:20,happy
2878,16:59:30,happy
2879,16:59:40,neutral
2880,16:59:50,disgust
2881,17:00:00,sad
2882,17:00:10,disgust
2883,17:00:20,sad
2884,17:00:30,angry
2885,17:00:40,sad
2886,17:00:50,angry
2887,17:01:00,angry
2888,17:01:10,sad
2889,17:01:20,happy
2890,17:01:30,disgust
2891,17:01:40,sad
2892,17:01:50,angry
2893,17:02:00,neutral
2894,17:02:10,happy
2895,17:02:20,disgust
2896,17:02:30,happy
2897,17:02:40,disgust
2898,17:02:50,sad
2899,17:03:00,happy
2900,17:03:10,happy
2901,17:03:20,neutral
2902,17:03:30,angry
2903,17:03:40,disgust
2904,17:03:50,sad
2905,17:04:00,angry
2906,17:04:10,angry
2907,17:04:20,sad
2908,17:04:30,happy
2909,17:04:40,neutral
2910,17:04:50,happy
2911,17:05:00,happy
2912,17:05:10,neutral
2913,17:05:20,angry
2914,17:05:30,happy
2915,17:05:40,neutral
2916,17:05:50,angry
2917,17:06:00,angry
2918,17:06:10,sad
2919,17:06:20,sad
2920,17:06:30,angry
2921,17:06:40,sad
2922,17:06:50,neutral
2923,17:07:00,angry
2924,17:07:10,angry
2925,17:07:20,happy
2926,17:07:30,angry
2927,17:07:40,neutral
2928,17:07:50,sad
2929,17:08:00,sad
2930,17:08:10,angry
2931,17:08:20,angry
2932,17:08:30,disgust
2933,17:08:40,neutral
2934,17:08:50,neutral
2935,17:09:00,happy
2936,17:09:10,disgust
2937,17:09:20,sad
2938,17:09:30,disgust
2939,17:09:40,neutral
2940,17:09:50,disgust
2941,17:10:00,happy
2942,17:10:10,angry
2943,17:10:20,neutral
2944,17:10:30,neutral
2945,17:10:40,disgust
2946,17:10:50,sad
2947,17:11:00,sad
2948,17:11:10,happy
2949,17:11:20,disgust
2950,17:11:30,sad
2951,17:11:40,angry
2952,17:11:50,neutral
2953,17:12:00,disgust
2954,17:12:10,happy
2955,17:12:20,disgust
2956,17:12:30,neutral
2957,17:12:40,happy
2958,17:12:50,sad
2959,17:13:00,happy
2960,17:13:10,happy
2961,17:13:20,disgust
2962,17:13:30,neutral
2963,17:13:40,angry
2964,17:13:50,sad
2965,17:14:00,disgust
2966,17:14:10,disgust
2967,17:14:20,sad
2968,17:14:30,neutral
2969,17:14:40,disgust
2970,17:14:50,sad
2971,17:15:00,happy
2972,17:15:10,angry
2973,17:15:20,sad
2974,17:15:30,disgust
2975,17:15:40,sad
2976,17:15:50,happy
2977,17:16:00,sad
2978,17:16:10,neutral
2979,17:16:20,angry
2980,17:16:30,sad
2981,17:16:40,disgust
2982,17:16:50,disgust
2983,17:17:00,sad
2984,17:17:10,happy
2985,17:17:20,disgust
2986,17:17:30,angry
2987,17:17:40,angry
2988,17:17:50,neutral
2989,17:18:00,disgust
2990,17:18:10,happy
2991,17:18:20,neutral
2992,17:18:30,neutral
2993,17:18:40,sad
2994,17:18:50,angry
2995,17:19:00,disgust
2996,17:19:10,happy
2997,17:19:20,sad
2998,17:19:30,angry
2999,17:19:40,neutral
3000,17:19:50,neutral
3001,17:20:00,happy
3002,17:20:10,neutral
3003,17:20:20,neutral
3004,17:20:30,neutral
3005,17:20:40,sad
3006,17:20:50,sad
3007,17:21:00,happy
3008,17:21:10,disgust
3009,17:21:20,disgust
3010,17:21:30,neutral
3011,17:21:40,sad
3012,17:21:50,sad
3013,17:22:00,neutral
3014,17:22:10,sad
3015,17:22:20,neutral
3016,17:22:30,disgust
3017,17:22:40,angry
3018,17:22:50,happy
3019,17:23:00,neutral
3020,17:23:10,neutral
3021,17:23:20,angry
3022,17:23:30,neutral
3023,17:23:40,angry
3024,17:23:50,sad
3025,17:24:00,disgust
3026,17:24:10,sad
3027,17:24:20,disgust
3028,17:24:30,neutral
3029,17:24:40,happy
3030,17:24:50,neutral
3031,17:25:00,happy
3032,17:25:10,happy
3033,17:25:20,disgust
3034,17:25:30,disgust
3035,17:25:40,happy
3036,17:25:50,angry
3037,17:26:00,sad
3038,17:26:10,disgust
3039,17:26:20,neutral
3040,17:26:30,angry
3041,17:26:40,angry
3042,17:26:50,angry
3043,17:27:00,neutral
3044,17:27:10,disgust
3045,17:27:20,sad
3046,17:27:30,disgust
3047,17:27:40,happy
3048,17:27:50,sad
3049,17:28:00,sad
3050,17:28:10,happy
3051,17:28:20,disgust
3052,17:28:30,sad
3053,17:28:40,happy
3054,17:28:50,happy
3055,17:29:00,angry
3056,17:29:10,neutral
3057,17:29:20,happy
3058,17:29:30,angry
3059,17:29:40,angry
3060,17:29:50,disgust
3061,17:30:00,disgust
3062,17:30:10,sad
3063,17:30:20,neutral
3064,17:30:30,neutral
3065,17:30:40,disgust
3066,17:30:50,happy
3067,17:31:00,neutral
3068,17:31:10,disgust
3069,17:31:20,happy
3070,17:31:30,happy
3071,17:31:40,sad
3072,17:31:50,angry
3073,17:32:00,happy
3074,17:32:10,disgust
3075,17:32:20,disgust
3076,17:32:30,happy
3077,17:32:40,happy
3078,17:32:50,sad
3079,17:33:00,neutral
3080,17:33:10,sad
3081,17:33:20,disgust
3082,17:33:30,disgust
3083,17:33:40,happy
3084,17:33:50,angry
3085,17:34:00,neutral
3086,17:34:10,neutral
3087,17:34:20,neutral
3088,17:34:30,neutral
3089,17:34:40,sad
3090,17:34:50,angry
3091,17:35:00,neutral
3092,17:35:10,sad
3093,17:35:20,sad
3094,17:35:30,sad
3095,17:35:40,neutral
3096,17:35:50,angry
3097,17:36:00,sad
3098,17:36:10,disgust
3099,17:36:20,happy
3100,17:36:30,angry
3101,17:36:40,disgust
3102,17:36:50,happy
3103,17:37:00,sad
3104,17:37:10,sad
3105,17:37:20,angry
3106,17:37:30,disgust
3107,17:37:40,sad
3108,17:37:50,happy
3109,17:38:00,disgust
3110,17:38:10,angry
3111,17:38:20,angry
3112,17:38:30,angry
3113,17:38:40,neutral
3114,17:38:50,sad
3115,17:39:00,sad
3116,17:39:10,disgust
3117,17:39:20,happy
3118,17:39:30,sad
3119,17:39:40,angry
3120,17:39:50,angry
3121,17:40:00,angry
3122,17:40:10,disgust
3123,17:40:20,neutral
3124,17:40:30,neutral
3125,17:40:40,disgust
3126,17:40:50,sad
3127,17:41:00,sad
3128,17:41:10,sad
3129,17:41:20,neutral
3130,17:41:30,happy
3131,17:41:40,happy
3132,17:41:50,neutral
3133,17:42:00,happy
3134,17:42:10,happy
3135,17:42:20,disgust
3136,17:42:30,disgust
3137,17:42:40,neutral
3138,17:42:50,neutral
3139,17:43:00,neutral
3140,17:43:10,disgust
3141,17:43:20,happy
3142,17:43:30,neutral
3143,17:43:40,neutral
3144,17:43:50,angry
3145,17:44:00,neutral
3146,17:44:10,sad
3147,17:44:20,angry
3148,17:44:30,sad
3149,17:44:40,disgust
3150,17:44:50,happy
3151,17:45:00,happy
3152,17:45:10,disgust
3153,17:45:20,angry
3154,17:45:30,disgust
3155,17:45:40,sad
3156,17:45:50,happy
3157,17:46:00,sad
3158,17:46:10,angry
3159,17:46:20,sad
3160,17:46:30,happy
3161,17:46:40,angry
3162,17:46:50,sad
3163,17:47:00,happy
3164,17:47:10,sad
3165,17:47:20,angry
3166,17:47:30,happy
3167,17:47:40,angry
3168,17:47:50,disgust
3169,17:48:00,angry
3170,17:48:10,happy
3171,17:48:20,angry
3172,17:48:30,neutral
3173,17:48:40,disgust
3174,17:48:50,sad
3175,17:49:00,disgust
3176,17:49:10,neutral
3177,17:49:20,neutral
3178,17:49:30,disgust
3179,17:49:40,happy
3180,17:49:50,neutral
3181,17:50:00,happy
3182,17:50:10,sad
3183,17:50:20,happy
3184,17:50:30,disgust
3185,17:50:40,angry
3186,17:50:50,disgust
3187,17:51:00,happy
3188,17:51:10,neutral
3189,17:51:20,neutral
3190,17:51:30,angry
3191,17:51:40,happy
3192,17:51:50,sad
3193,17:52:00,happy
3194,17:52:10,neutral
3195,17:52:20,angry
3196,17:52:30,neutral
3197,17:52:40,sad
3198,17:52:50,disgust
3199,17:53:00,happy
3200,17:53:10,disgust
3201,17:53:20,angry
3202,17:53:30,disgust
3203,17:53:40,happy
3204,17:53:50,angry
3205,17:54:00,sad
3206,17:54:10,happy
3207,17:54:20,happy
3208,17:54:30,sad
3209,17:54:40,sad
3210,17:54:50,neutral
3211,17:55:00,disgust
3212,17:55:10,sad
3213,17:55:20,angry
3214,17:55:30,disgust
3215,17:55:40,disgust
3216,17:55:50,disgust
3217,17:56:00,happy
3218,17:56:10,neutral
3219,17:56:20,sad
3220,17:56:30,neutral
3221,17:56:40,neutral
3222,17:56:50,disgust
3223,17:57:00,sad
3224,17:57:10,angry
3225,17:57:20,sad
3226,17:57:30,sad
3227,17:57:40,angry
3228,17:57:50,neutral
3229,17:58:00,disgust
3230,17:58:10,angry
3231,17:58:20,sad
3232,17:58:30,happy
3233,17:58:40,disgust
3234,17:58:50,neutral
3235,17:59:00,happy
3236,17:59:10,happy
3237,17:59:20,angry
3238,17:59:30,disgust
3239,17:59:40,disgust
3240,17:59:50,disgust
3241,18:00:00,sad
